School_Year,Busbreakdown_ID,Run_Type,Bus_No,Route_Number,Reason,Schools_Serviced,Occurred_On,Created_On,Boro,Bus_Company_Name,How_Long_Delayed,Number_Of_Students_On_The_Bus,Has_Contractor_Notified_Schools,Has_Contractor_Notified_Parents,Have_You_Alerted_OPT,Informed_On,Incident_Number,Last_Updated_On,Breakdown_or_Running_Late,School_Age_or_PreK
2015-2016,1227957,Special Ed AM Run,1170,L355,Heavy Traffic,13369,11/9/15 6:13,11/9/15 6:16,,"RELIANT TRANS, INC. (B232",10 MIN,0,No,No,Yes,11/9/15 6:16,,11/9/15 6:16,Running Late,School-Age
2015-2016,1227967,General Ed AM Run,2436,K1562,Mechanical Problem,15058,11/9/15 6:22,11/9/15 6:28,Brooklyn,ALL AMERICAN SCHOOL BUS C,15 MINS,0,Yes,No,No,11/9/15 6:28,,11/9/15 7:24,Running Late,School-Age
2015-2016,1227968,Pre-K/EI,19,8:00 AM,Mechanical Problem,C494,11/9/15 6:20,11/9/15 6:29,Brooklyn,L & M BUS CORP.,30 MINUTES,0,Yes,Yes,No,11/9/15 6:29,,11/9/15 6:29,Running Late,Pre-K
2015-2016,1227969,Special Ed AM Run,42123,K828,Other,23156,11/9/15 6:20,11/9/15 6:29,Brooklyn,"BORO TRANSIT, INC.",30 min,0,Yes,Yes,No,11/9/15 6:29,,11/9/15 6:29,Running Late,School-Age
2015-2016,1227970,Pre-K/EI,19,8:00 AM,Mechanical Problem,C589,11/9/15 6:20,11/9/15 6:30,Brooklyn,L & M BUS CORP.,30 MINUTES,0,Yes,Yes,No,11/9/15 6:30,,11/9/15 6:30,Running Late,Pre-K
2017-2018,1423515,Special Ed AM Run,1316,J728,Heavy Traffic,75565,3/23/18 6:28,3/23/18 6:29,New Jersey,"RELIANT TRANSPORTATION, INC (B2321)",46-60 Min,0,Yes,Yes,Yes,3/23/18 6:29,,1/1/00 0:00,Running Late,School-Age
2017-2018,1423516,General Ed AM Run,59S,X8606,Heavy Traffic,"7,157,071,790,735,900,000",3/23/18 6:22,3/23/18 6:29,Bronx,PIONEER TRANSPORTATION CORP,31-45 Min,0,Yes,No,No,3/23/18 6:29,,1/1/00 0:00,Running Late,School-Age
2017-2018,1423531,General Ed AM Run,2118,X2360,Mechanical Problem,"800,108,009",3/23/18 6:31,3/23/18 6:37,Bronx,PIONEER TRANSPORTATION CORP,16-30 Min,0,Yes,No,No,3/23/18 6:37,,3/23/18 7:16,Running Late,School-Age
2015-2016,1225541,Special Ed AM Run,490,L043,Other,14646,10/28/15 7:41,10/28/15 7:41,Brooklyn,HAPPY CHILD TRANS LLC (B2,60 min,2,Yes,Yes,No,10/28/15 7:41,,10/28/15 7:41,Running Late,School-Age
2015-2016,1226218,Special Ed PM Run,1398,M585,Delayed by School,02419,10/29/15 14:25,10/29/15 14:40,Manhattan,LEESEL TRANSP CORP (B2192,20 min,0,Yes,No,No,10/29/15 14:40,,10/29/15 14:40,Running Late,School-Age
2015-2016,1227971,Special Ed AM Run,6250,P423,Heavy Traffic,"2,704,227,874",11/9/15 6:27,11/9/15 6:31,Queens,JOFAZ TRANSPORTATION INC.,1hr/30min,0,Yes,Yes,No,11/9/15 6:31,,11/9/15 6:31,Running Late,School-Age
2015-2016,1227972,Special Ed AM Run,8979D,P506,Other,24293,11/9/15 6:26,11/9/15 6:32,Queens,LOGAN BUS COMPANY INC.,20,1,Yes,Yes,No,11/9/15 6:32,,11/9/15 6:32,Running Late,School-Age
2015-2016,1227973,Special Ed AM Run,48175,Q854,Other,29443,11/9/15 6:25,11/9/15 6:32,Queens,"BORO TRANSIT, INC.",25 min,0,Yes,Yes,No,11/9/15 6:32,,11/9/15 6:32,Running Late,School-Age
2015-2016,1227974,General Ed AM Run,136,X2020,Heavy Traffic,07233,11/9/15 6:27,11/9/15 6:34,Bronx,PIONEER TRANSPORTATION CO,15 minutes,0,Yes,No,No,11/9/15 6:34,,11/9/15 6:34,Running Late,School-Age
2015-2016,1227975,Special Ed AM Run,1110,L568,Heavy Traffic,14435,11/9/15 6:33,11/9/15 6:36,,"RELIANT TRANS, INC. (B232",,0,Yes,No,Yes,11/9/15 6:36,,11/9/15 6:36,Running Late,School-Age
2015-2016,1227978,General Ed AM Run,22476,M1024,Other,02751,11/9/15 6:30,11/9/15 6:37,Manhattan,SNT BUS INC,20 min,0,Yes,No,No,11/9/15 6:37,,11/9/15 6:37,Running Late,School-Age
2015-2016,1227984,General Ed AM Run,471,R1138,Heavy Traffic,31058,11/9/15 6:40,11/9/15 6:43,Staten Island,PIONEER TRANSPORTATION CO,20-25MINS,0,Yes,No,No,11/9/15 6:43,,11/9/15 6:43,Running Late,School-Age
2015-2016,1227985,Special Ed AM Run,NI1509,K185,Other,22222,11/9/15 6:41,11/9/15 6:44,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",10,1,Yes,Yes,No,11/9/15 6:44,,11/9/15 8:21,Running Late,School-Age
2015-2016,1227986,Special Ed AM Run,17361,M208,Heavy Traffic,03511,11/9/15 6:35,11/9/15 6:45,Manhattan,LEESEL TRANSP CORP (B2192,20,1,Yes,Yes,Yes,11/9/15 6:45,,11/9/15 6:45,Running Late,School-Age
2015-2016,1227987,Special Ed AM Run,2600,M882,Mechanical Problem,02909,11/9/15 6:40,11/9/15 6:46,Manhattan,"RELIANT TRANS, INC. (B232",,0,No,No,Yes,11/9/15 6:46,,11/9/15 6:46,Breakdown,School-Age
2015-2016,1227988,Special Ed AM Run,2008,L541,Heavy Traffic,13265,11/9/15 6:43,11/9/15 6:46,Brooklyn,"RELIANT TRANS, INC. (B232",,0,Yes,No,Yes,11/9/15 6:46,,11/9/15 6:46,Running Late,School-Age
2015-2016,1227989,Special Ed AM Run,5585D,X937,Flat Tire,10086,11/9/15 6:46,11/9/15 6:47,Bronx,LITTLE RICHIE BUS SERVICE,20 mins.,0,Yes,Yes,No,11/9/15 6:47,,11/9/15 8:20,Running Late,School-Age
2015-2016,1227991,Special Ed AM Run,2824,L653,Heavy Traffic,15411,11/9/15 6:46,11/9/15 6:48,Bronx,"RELIANT TRANS, INC. (B232",,0,Yes,Yes,Yes,11/9/15 6:48,,11/9/15 6:48,Running Late,School-Age
2015-2016,1227992,Special Ed AM Run,VN74605,X117,Won`t Start,08101,11/9/15 6:25,11/9/15 6:48,Bronx,VAN TRANS LLC (B2192),,0,Yes,Yes,No,11/9/15 6:48,,11/9/15 6:48,Breakdown,School-Age
2015-2016,1227993,General Ed AM Run,2308,K1412,Other,14297,11/9/15 6:45,11/9/15 6:49,Brooklyn,ALLIED TRANSIT CORP.,20-30 min,0,Yes,Yes,No,11/9/15 6:49,,11/9/15 6:49,Running Late,School-Age
2015-2016,1227994,General Ed AM Run,2390,K1559,Heavy Traffic,19680,11/9/15 6:45,11/9/15 6:50,Brooklyn,ALL AMERICAN SCHOOL BUS C,15-20,0,Yes,No,No,11/9/15 6:50,,11/9/15 7:17,Running Late,School-Age
2017-2018,1364716,Special Ed AM Run,143,W708,Heavy Traffic,75420,9/1/17 8:00,9/1/17 8:03,Westchester,MAR-CAN TRANSPORT CO. INC (B2192),0-15 Min,2,Yes,No,No,9/1/17 8:03,,9/1/17 8:06,Running Late,School-Age
2015-2016,1227995,Pre-K/EI,2531,HK1,Won`t Start,C943,11/9/15 6:45,11/9/15 6:50,Bronx,ANOTHER RIDE INC.,15 MIN.,0,Yes,Yes,No,11/9/15 6:50,,11/9/15 6:50,Running Late,Pre-K
2015-2016,1227996,Special Ed AM Run,NI0628,K218,Other,19007,11/9/15 6:40,11/9/15 6:51,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",10,1,Yes,Yes,No,11/9/15 6:51,,11/9/15 6:51,Running Late,School-Age
2015-2016,1228004,General Ed AM Run,2445,X2116,Other,11740,11/9/15 6:47,11/9/15 6:53,Bronx,"GRANDPA`S BUS CO., INC.",,0,Yes,Yes,No,11/9/15 6:53,,11/9/15 6:53,Breakdown,School-Age
2015-2016,1228007,General Ed AM Run,2292,X2358,Heavy Traffic,08001,11/9/15 6:50,11/9/15 6:54,Bronx,PIONEER TRANSPORTATION CO,15 mins,0,Yes,No,No,11/9/15 6:54,,11/9/15 6:54,Running Late,School-Age
2015-2016,1228008,Special Ed AM Run,2242,X756,Mechanical Problem,11742,11/9/15 6:47,11/9/15 6:55,Bronx,"RELIANT TRANS, INC. (B232",,0,No,Yes,Yes,11/9/15 6:55,,11/9/15 6:55,Breakdown,School-Age
2015-2016,1228010,Special Ed AM Run,2242,X756,Mechanical Problem,11742,11/9/15 6:47,11/9/15 6:55,Bronx,"RELIANT TRANS, INC. (B232",,0,No,Yes,Yes,11/9/15 6:55,,11/9/15 6:55,Breakdown,School-Age
2015-2016,1228011,Special Ed AM Run,NI-1493,K105,Heavy Traffic,14023,11/9/15 6:53,11/9/15 6:55,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",30 MINS,3,Yes,Yes,No,11/9/15 6:55,,11/9/15 6:55,Running Late,School-Age
2015-2016,1228012,General Ed AM Run,2202,X2154,Flat Tire,09001,11/9/15 6:50,11/9/15 6:55,Bronx,"GRANDPA`S BUS CO., INC.",,0,Yes,Yes,No,11/9/15 6:55,,11/9/15 6:55,Breakdown,School-Age
2015-2016,1228018,Special Ed AM Run,NI-1487,K093,Heavy Traffic,20506,11/9/15 6:53,11/9/15 6:57,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",30 MINS,4,Yes,Yes,No,11/9/15 6:57,,11/9/15 6:57,Running Late,School-Age
2015-2016,1228019,Special Ed AM Run,54070,M158,Heavy Traffic,04112,11/9/15 6:50,11/9/15 6:57,Manhattan,CONSOLIDATED BUS TRANS. I,30min,0,Yes,Yes,No,11/9/15 6:57,,11/9/15 6:57,Running Late,School-Age
2015-2016,1228020,Special Ed AM Run,1490D,X789,Flat Tire,11476,11/9/15 6:45,11/9/15 6:58,Bronx,LITTLE RICHIE BUS SERVICE,,0,Yes,No,No,11/9/15 6:58,,11/9/15 6:58,Breakdown,School-Age
2015-2016,1228022,General Ed AM Run,2347,X2189,Other,10095,11/9/15 6:52,11/9/15 6:58,Bronx,"GRANDPA`S BUS CO., INC.",,0,Yes,Yes,No,11/9/15 6:58,,11/9/15 6:58,Breakdown,School-Age
2015-2016,1228024,Special Ed AM Run,10486,M033,Heavy Traffic,03448,11/9/15 6:50,11/9/15 6:59,Manhattan,"BORO TRANSIT, INC.",10-15 min,2,No,No,Yes,11/9/15 6:59,,11/9/15 6:59,Running Late,School-Age
2015-2016,1228025,Special Ed AM Run,483D,P245,Mechanical Problem,26704,11/9/15 6:45,11/9/15 6:59,,LOGAN BUS COMPANY INC.,45MINS,0,Yes,Yes,No,11/9/15 6:59,,11/9/15 6:59,Running Late,School-Age
2015-2016,1228026,General Ed AM Run,28758,M1045,Mechanical Problem,03084,11/9/15 6:58,11/9/15 6:59,Manhattan,SNT BUS INC,,0,Yes,No,Yes,11/9/15 6:59,,11/9/15 7:01,Breakdown,School-Age
2015-2016,1228035,Special Ed AM Run,1427,M185,Heavy Traffic,01400,11/9/15 7:01,11/9/15 7:01,Manhattan,LEESEL TRANSP CORP (B2192,20,3,Yes,Yes,No,11/9/15 7:01,,11/9/15 7:01,Running Late,School-Age
2015-2016,1228753,General Ed AM Run,25607,K1971,Other,22326,11/12/15 6:20,11/12/15 6:26,Brooklyn,"BORO TRANSIT, INC.",30 min,0,Yes,Yes,No,11/12/15 6:26,,11/12/15 6:26,Running Late,School-Age
2015-2016,1228754,Special Ed AM Run,5026,K757,Mechanical Problem,16040,11/12/15 6:24,11/12/15 6:27,Brooklyn,"RELIANT TRANS, INC. (B232",,0,Yes,Yes,Yes,11/12/15 6:27,,11/12/15 6:27,Breakdown,School-Age
2015-2016,1228755,Pre-K/EI,2204,VNY1,Heavy Traffic,C551,11/12/15 6:20,11/12/15 6:30,Bronx,"DON THOMAS BUSES, INC.",15 MIN.,0,Yes,Yes,No,11/12/15 6:30,,11/12/15 6:30,Running Late,Pre-K
2015-2016,1228757,Special Ed AM Run,2824,L653,Heavy Traffic,15411,11/12/15 6:29,11/12/15 6:31,Bronx,"RELIANT TRANS, INC. (B232",,0,Yes,Yes,Yes,11/12/15 6:31,,11/12/15 6:31,Running Late,School-Age
2015-2016,1228760,General Ed AM Run,2875,X2359,Heavy Traffic,08001,11/12/15 6:27,11/12/15 6:32,Bronx,PIONEER TRANSPORTATION CO,15 inutes,0,Yes,No,No,11/12/15 6:32,,11/12/15 6:32,Running Late,School-Age
2015-2016,1225050,Special Ed AM Run,1448,M945,Heavy Traffic,02806,10/27/15 6:54,10/27/15 6:55,Manhattan,LEESEL TRANSP CORP (B2192),30,1,Yes,Yes,No,10/27/15 6:55,,10/27/15 6:57,Running Late,School-Age
2015-2016,1228761,Pre-K/EI,2528,MN3,Heavy Traffic,C041,11/12/15 6:30,11/12/15 6:32,Bronx,"DON THOMAS BUSES, INC.",15 MIN.,1,Yes,Yes,No,11/12/15 6:32,,11/12/15 6:32,Running Late,Pre-K
2015-2016,1228762,Special Ed AM Run,5571,Q174,Other,27051,11/12/15 6:31,11/12/15 6:33,Queens,"RELIANT TRANS, INC. (B232",,0,Yes,Yes,Yes,11/12/15 6:33,,11/12/15 6:33,Running Late,School-Age
2015-2016,1228763,Special Ed AM Run,2025,Q232,Mechanical Problem,24061,11/12/15 6:32,11/12/15 6:35,Queens,"RELIANT TRANS, INC. (B232",,0,No,Yes,Yes,11/12/15 6:35,,11/12/15 6:36,Breakdown,School-Age
2015-2016,1228765,Special Ed AM Run,16412,K007,Mechanical Problem,13369,11/12/15 6:25,11/12/15 6:35,Brooklyn,"BORO TRANSIT, INC.",40 min,0,Yes,Yes,No,11/12/15 6:35,,11/12/15 6:35,Running Late,School-Age
2015-2016,1228766,General Ed AM Run,19230,K1976,Other,19174,11/12/15 6:20,11/12/15 6:36,Brooklyn,"BORO TRANSIT, INC.",,0,Yes,No,No,11/12/15 6:36,,11/12/15 6:36,Running Late,School-Age
2015-2016,1228767,General Ed AM Run,20397,K2219,Mechanical Problem,22715,11/12/15 6:35,11/12/15 6:36,Brooklyn,"BORO TRANSIT, INC.",10/15 MINS,0,Yes,No,No,11/12/15 6:36,,11/12/15 7:49,Running Late,School-Age
2015-2016,1228768,General Ed AM Run,2192,X2233,Mechanical Problem,11255,11/12/15 6:35,11/12/15 6:36,Bronx,"GRANDPA`S BUS CO., INC.",,0,Yes,Yes,No,11/12/15 6:36,,11/12/15 7:45,Breakdown,School-Age
2015-2016,1228769,Special Ed AM Run,2102,K291,Heavy Traffic,14126,11/12/15 6:30,11/12/15 6:37,Brooklyn,EMPIRE CHARTER SERVICE IN,20-30 min,0,Yes,Yes,No,11/12/15 6:37,,11/12/15 6:37,Running Late,School-Age
2015-2016,1228770,Special Ed AM Run,1803,R820,Heavy Traffic,"3,190,531,435",11/12/15 6:36,11/12/15 6:37,Staten Island,B & F SKILLED INC.(B2192),40mins,1,Yes,Yes,No,11/12/15 6:37,,11/12/15 8:08,Running Late,School-Age
2015-2016,1228771,General Ed AM Run,2451,K1519,Mechanical Problem,15404,11/12/15 6:35,11/12/15 6:37,Brooklyn,ALL AMERICAN SCHOOL BUS C,,0,Yes,No,No,11/12/15 6:37,,11/12/15 7:37,Breakdown,School-Age
2015-2016,1228772,Special Ed AM Run,1331,M105,Heavy Traffic,01616,11/12/15 6:39,11/12/15 6:39,Manhattan,LEESEL TRANSP CORP (B2192,20,1,Yes,Yes,No,11/12/15 6:39,,11/12/15 6:39,Running Late,School-Age
2015-2016,1228773,Special Ed AM Run,1404,M106,Heavy Traffic,01616,11/12/15 6:40,11/12/15 6:40,Manhattan,LEESEL TRANSP CORP (B2192,20,3,Yes,Yes,No,11/12/15 6:40,,11/12/15 6:40,Running Late,School-Age
2015-2016,1228774,Special Ed AM Run,NI-2123,K011,Other,13054,11/12/15 6:38,11/12/15 6:41,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",40 MINS,10,Yes,Yes,No,11/12/15 6:41,,11/12/15 8:01,Running Late,School-Age
2015-2016,1228775,Special Ed AM Run,8941D,N605,Won`t Start,75777,11/12/15 6:38,11/12/15 6:42,Nassau County,LOGAN BUS COMPANY INC.,,0,Yes,Yes,No,11/12/15 6:42,,11/12/15 6:42,Breakdown,School-Age
2015-2016,1228783,General Ed AM Run,2177,Q2710,Heavy Traffic,27318,11/12/15 6:30,11/12/15 6:43,Queens,"GRANDPA`S BUS CO., INC.",30 MINS,0,Yes,No,No,11/12/15 6:43,,11/12/15 6:43,Running Late,School-Age
2015-2016,1228784,Special Ed AM Run,1472,M196,Heavy Traffic,02006,11/12/15 6:43,11/12/15 6:44,Manhattan,LEESEL TRANSP CORP (B2192,30,1472,Yes,Yes,No,11/12/15 6:44,,11/12/15 6:44,Running Late,School-Age
2015-2016,1228785,Pre-K/EI,2515,MN4,Heavy Traffic,C041,11/12/15 6:40,11/12/15 6:44,Bronx,"DON THOMAS BUSES, INC.",15 MIN.,0,Yes,Yes,No,11/12/15 6:44,,11/12/15 6:44,Running Late,Pre-K
2015-2016,1228786,Special Ed AM Run,850,P244,Heavy Traffic,24750,11/12/15 6:30,11/12/15 6:44,Brooklyn,LOGAN BUS COMPANY INC.,25 MIN,0,Yes,Yes,No,11/12/15 6:44,,11/12/15 6:44,Running Late,School-Age
2015-2016,1228787,Special Ed AM Run,NI-0635,K043,Heavy Traffic,22286,11/12/15 6:44,11/12/15 6:45,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",30 MINS,0,Yes,Yes,No,11/12/15 6:45,,11/12/15 6:45,Running Late,School-Age
2017-2018,1423532,Special Ed AM Run,4100,Q011,Heavy Traffic,"304,243,044,230,443",3/23/18 6:35,3/23/18 6:37,Queens,L & M BUS CORP. (B2192),31-45 Min,0,Yes,Yes,No,3/23/18 6:37,,1/1/00 0:00,Running Late,School-Age
2015-2016,1215512,Pre-K/EI,1022,5 CU,Problem Run,C465,9/17/15 8:00,9/17/15 8:13,Bronx,"G.V.C., LTD.",30 MINUTES,0,Yes,Yes,No,9/17/15 8:13,,9/17/15 8:13,Running Late,Pre-K
2015-2016,1215735,Special Ed AM Run,1431D,X584,Mechanical Problem,07480,9/18/15 7:01,9/18/15 7:06,Bronx,LITTLE RICHIE BUS SERVICE,,0,Yes,Yes,No,9/18/15 7:06,,9/18/15 7:06,Breakdown,School-Age
2015-2016,1228788,General Ed AM Run,20358,K2285,Mechanical Problem,22860,11/12/15 6:38,11/12/15 6:45,Brooklyn,"BORO TRANSIT, INC.",,0,Yes,No,No,11/12/15 6:45,,11/12/15 6:45,Running Late,School-Age
2015-2016,1228789,Special Ed AM Run,1424,M197,Heavy Traffic,02006,11/12/15 6:44,11/12/15 6:45,Manhattan,LEESEL TRANSP CORP (B2192,20,3,Yes,Yes,No,11/12/15 6:45,,11/12/15 6:45,Running Late,School-Age
2015-2016,1228792,Pre-K/EI,703,3,Other,C037,11/12/15 6:47,11/12/15 6:47,Bronx,"G.V.C., LTD.",30 MINS,0,Yes,Yes,No,11/12/15 6:47,,11/12/15 6:47,Running Late,Pre-K
2015-2016,1228793,Special Ed AM Run,VN24641,X185,Heavy Traffic,11003,11/12/15 6:41,11/12/15 6:48,Bronx,VAN TRANS LLC (B2192),30mins,1,Yes,Yes,Yes,11/12/15 6:48,,11/12/15 6:48,Running Late,School-Age
2015-2016,1228794,Special Ed AM Run,NI0415,K184,Other,16457,11/12/15 6:40,11/12/15 6:48,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",10 min,4,Yes,Yes,No,11/12/15 6:48,,11/12/15 6:48,Running Late,School-Age
2015-2016,1228795,General Ed AM Run,2273,K1421,Other,14120,11/12/15 6:47,11/12/15 6:48,Brooklyn,ALLIED TRANSIT CORP.,30MINS,2,Yes,Yes,No,11/12/15 6:48,,11/12/15 6:48,Running Late,School-Age
2015-2016,1228796,Special Ed AM Run,1437,M269,Heavy Traffic,03475,11/12/15 6:46,11/12/15 6:49,Manhattan,LEESEL TRANSP CORP (B2192,20,3,Yes,Yes,No,11/12/15 6:49,,11/12/15 6:49,Running Late,School-Age
2015-2016,1228797,Special Ed AM Run,1403,M367,Heavy Traffic,02533,11/12/15 6:50,11/12/15 6:50,Manhattan,LEESEL TRANSP CORP (B2192,15,2,Yes,Yes,No,11/12/15 6:50,,11/12/15 6:50,Running Late,School-Age
2015-2016,1228798,Special Ed AM Run,NI2113,K077,Other,14380,11/12/15 6:45,11/12/15 6:50,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",10,6,Yes,Yes,No,11/12/15 6:50,,11/12/15 6:51,Running Late,School-Age
2015-2016,1228799,Special Ed AM Run,2008,L541,Heavy Traffic,13265,11/12/15 6:49,11/12/15 6:50,Brooklyn,"RELIANT TRANS, INC. (B232",20 MIN,1,No,No,Yes,11/12/15 6:50,,11/12/15 6:50,Running Late,School-Age
2015-2016,1228800,Special Ed AM Run,1386,M486,Heavy Traffic,02419,11/12/15 6:51,11/12/15 6:51,Manhattan,LEESEL TRANSP CORP (B2192,20,3,Yes,Yes,No,11/12/15 6:51,,11/12/15 6:51,Running Late,School-Age
2015-2016,1228801,Special Ed AM Run,1354,M521,Heavy Traffic,02984,11/12/15 6:51,11/12/15 6:52,Manhattan,LEESEL TRANSP CORP (B2192),20,2,Yes,Yes,No,11/12/15 6:52,,11/12/15 6:52,Running Late,School-Age
2015-2016,1228803,Special Ed AM Run,1296,P615,Heavy Traffic,25154,11/12/15 6:30,11/12/15 6:53,,ACME BUS CORP. (B2321),10 mins,1,Yes,Yes,Yes,11/12/15 6:53,,11/12/15 6:53,Running Late,School-Age
2015-2016,1228804,Pre-K/EI,9302,1,Heavy Traffic,C814,11/12/15 6:52,11/12/15 6:53,Bronx,"G.V.C., LTD.",25 MINS,1,Yes,Yes,No,11/12/15 6:53,,11/12/15 6:53,Running Late,Pre-K
2015-2016,1228815,Special Ed AM Run,12567,P659,Heavy Traffic,24083,11/12/15 6:50,11/12/15 6:58,,ACME BUS CORP. (B2321),20min,1,Yes,Yes,Yes,11/12/15 6:58,,11/12/15 6:58,Running Late,School-Age
2015-2016,1228816,Special Ed AM Run,1419,M569,Heavy Traffic,02002,11/12/15 6:58,11/12/15 6:59,Manhattan,LEESEL TRANSP CORP (B2192,15,3,Yes,Yes,No,11/12/15 6:59,,11/12/15 6:59,Running Late,School-Age
2015-2016,1228817,Special Ed AM Run,1315,M587,Heavy Traffic,02568,11/12/15 6:59,11/12/15 6:59,Manhattan,LEESEL TRANSP CORP (B2192,15,3,Yes,Yes,No,11/12/15 6:59,,11/12/15 6:59,Running Late,School-Age
2017-2018,1423540,General Ed AM Run,27723,M1020,Won`t Start,02999,3/23/18 6:40,3/23/18 6:41,Manhattan,SNT BUS INC,,0,Yes,No,No,3/23/18 6:41,,1/1/00 0:00,Breakdown,School-Age
2017-2018,1423552,Pre-K/EI,2708,AMAC 4,Heavy Traffic,C042,3/23/18 6:44,3/23/18 6:45,Bronx,SELBY TRANSPORTATION,61-90 Min,1,Yes,No,No,3/23/18 6:45,,1/1/00 0:00,Running Late,Pre-K
2015-2016,1226704,Special Ed AM Run,16369,Y650,Heavy Traffic,07454,11/2/15 7:10,11/2/15 7:20,,"BORO TRANSIT, INC.",25mins,4,Yes,Yes,No,11/2/15 7:20,,11/2/15 7:20,Running Late,School-Age
2015-2016,1228818,Special Ed AM Run,1318,P548,Other,24058,11/12/15 6:55,11/12/15 7:00,Manhattan,ACME BUS CORP. (B2321),60Min,0,Yes,Yes,Yes,11/12/15 7:00,,11/12/15 7:39,Running Late,School-Age
2015-2016,1228819,Special Ed AM Run,39306,K433,Mechanical Problem,22286,11/12/15 6:42,11/12/15 7:00,Brooklyn,"BORO TRANSIT, INC.",,0,Yes,No,No,11/12/15 7:00,,11/12/15 7:00,Running Late,School-Age
2015-2016,1228820,Special Ed AM Run,1442,M619,Heavy Traffic,01450,11/12/15 7:00,11/12/15 7:00,Manhattan,LEESEL TRANSP CORP (B2192,30,4,Yes,Yes,No,11/12/15 7:00,,11/12/15 7:00,Running Late,School-Age
2015-2016,1228822,Special Ed AM Run,1405,M671,Heavy Traffic,03417,11/12/15 7:00,11/12/15 7:01,Manhattan,LEESEL TRANSP CORP (B2192,30,15,Yes,Yes,No,11/12/15 7:01,,11/12/15 7:01,Running Late,School-Age
2015-2016,1228827,Special Ed AM Run,1102,M716,Heavy Traffic,02398,11/12/15 7:03,11/12/15 7:04,Manhattan,LEESEL TRANSP CORP (B2192,30,2,Yes,Yes,No,11/12/15 7:04,,11/12/15 7:04,Running Late,School-Age
2015-2016,1228828,Special Ed AM Run,10278,X349,Mechanical Problem,12420,11/12/15 6:45,11/12/15 7:04,Bronx,CONSOLIDATED BUS TRANS. I,,0,Yes,Yes,No,11/12/15 7:04,,11/12/15 7:04,Breakdown,School-Age
2015-2016,1228829,Special Ed AM Run,1436,M744,Heavy Traffic,04671,11/12/15 7:04,11/12/15 7:05,Manhattan,LEESEL TRANSP CORP (B2192,30,2,Yes,Yes,No,11/12/15 7:05,,11/12/15 7:05,Running Late,School-Age
2015-2016,1228830,General Ed AM Run,1641,Q2842,Mechanical Problem,"2,834,928,358",11/12/15 7:00,11/12/15 7:05,Queens,JOFAZ TRANSPORTATION INC.,,0,No,No,No,11/12/15 7:05,,11/12/15 7:10,Breakdown,School-Age
